ticket,summary,owner,component,milestone,status,version,created,priority,cc
7225,[patch][cla]DnD highlighting is not sensitive to the direction of the container (horizontal vs. vertical),bill,themes,1.8,new,1.1.1,2008-07-17T10:04:56-07:00,high,elazutkin
8083,TabContainer: aria-expanded state missing or improperly implemented,bill,Accessibility,future,new,1.2.1,2008-11-13T08:21:41-08:00,high,davidb
8267,"Combined bug when the tooltip is placed overlapping the ""around"" node.",bill,Dijit,future,new,1.2.3,2008-12-10T19:13:06-08:00,high,
8306,Tree: destroy()  does not cancel request,bill,Dijit,2.0,new,1.2.3,2008-12-22T05:17:22-08:00,high,
8464,MenuItem:  shouldn't be able to invoke context menu when focus is on a menu item.,bill,Accessibility,future,new,1.2.3,2009-01-20T11:31:15-08:00,high,"becky, bill, davidb"
8513,Menu: reversed focus events on menu and menu items when menu is first opened,bill,Accessibility,future,new,1.2.3,2009-01-27T07:21:06-08:00,high,"davidb, clown"
9226,Tree: reverting underlying datastore doesn't refresh tree,bill,Dijit,future,new,1.3.0,2009-04-30T02:40:35-07:00,high,jaredj
9475,Tree: drag and drop is defect if you drop outside a node,bill,Dijit,future,new,1.3.1,2009-06-29T02:11:33-07:00,high,
9610,Menu: targetNodeIds value is stale,bill,Dijit,future,new,1.3.2,2009-07-24T23:14:44-07:00,high,
9638,RichText emits textarea element into HTML head when included in a layer,bill,Dijit - Form,2.0,assigned,1.3.2,2009-07-31T10:23:57-07:00,high,
9743,Menu: appears in wrong position when attached to an node inside of an iframe,bill,Dijit,future,new,1.3.2,2009-08-20T09:24:55-07:00,high,
9982,"tooltip display error in dojox.charting test case on IE6,7,8",bill,Dijit,future,new,1.3.2,2009-09-27T06:21:53-07:00,high,elazutkin
9988,ToggleButton:  changed label not spoken properly by screen reader,bill,Accessibility,future,new,1.3.2,2009-09-28T14:01:12-07:00,high,
10030,ContentPane: default to 0 padding when single child widget,bill,Dijit,future,new,1.3.2,2009-10-06T04:25:48-07:00,high,toonetown
10296,Menu: Destroying menu items with focus leaves widget in a bad state,bill,Dijit,future,assigned,1.4.0b,2009-11-09T07:57:55-08:00,high,
10777,Dialog: dialog containing VML object causes errors requiring browser restart in IE8,bill,Dijit,future,assigned,1.4.0,2010-02-22T11:30:56-08:00,high,navtej.sadhal@…
10799,Using jsID in declarative objects doesn't cause the Object to delete it's variable when destoryed.,bill,Parser,future,new,1.4.0,2010-03-01T05:44:23-08:00,high,
11060,Editor font size smaller than page when browser set to small font size (FF),bill,Dijit,future,new,1.5.0b1,2010-04-28T15:46:52-07:00,high,
11145,TextArea: placeHolder parameter does not work for dijit.form.SimpleTextarea widgets,bill,Dijit - Form,2.0,assigned,1.5.0b2,2010-05-14T03:42:44-07:00,high,
11154,TabContainer: mouse over menu button scrolls tab list (IE7 RTL),bill,Dijit,future,new,1.5.0b2,2010-05-18T06:58:47-07:00,high,
11242,style disparity (string vs. hash),bill,Parser,2.0,new,1.5.0b2,2010-05-31T01:55:29-07:00,high,dante
11421,Select: drop down mis-positioned when drop down causes window scrollbar to appear (RTL mode),bill,Dijit - Form,future,new,1.5.0b2,2010-07-06T09:08:21-07:00,high,
11701,dojo.parser.parse ignores dojoType on the root element; cannot process document fragments,bill,Parser,tbd,new,1.5,2010-09-08T10:30:06-07:00,high,
11822,BackgroundIFrame: applet over underlay,bill,Dijit,future,new,1.5,2010-10-04T00:09:41-07:00,high,ksv
11830,ValidationTextBox: label node surrounding ValidationTextBox / focus problems after validation error,bill,Dijit - Form,tbd,new,1.5,2010-10-05T02:04:59-07:00,high,
11866,TabContainer: odd behavior in canceling in-flight XHRs,bill,Dijit,tbd,new,1.4.3,2010-10-19T01:38:25-07:00,high,
12643,Tree: function pasteItem breaks if newParentItem is null,bill,Dijit,tbd,new,1.6.0,2011-04-11T08:03:22-07:00,high,WienerDog
12791,Dialog: forces start zIndex to 950,bill,Dijit,tbd,new,1.6.0,2011-04-26T07:49:35-07:00,high,
12877,"MenBar: after selecting menu choice, arrow navigation jumps back to first item",bill,Accessibility,1.8,new,1.6.1,2011-05-08T03:50:00-07:00,high,
13064,IE6: TooltipDialog renders badly,bill,Dijit,tbd,new,1.6.1,2011-05-24T07:01:36-07:00,high,
13493,Dialog: TextBox content disappears (IE6/claro),bill,Dijit,tbd,new,1.7.0b1,2011-07-21T04:12:05-07:00,high,
13604,hidden popup menu can cause scroll bar,bill,Dijit,1.8,new,1.5,2011-08-07T23:42:10-07:00,high,
14433,[regression] TextBox: layout quirks on IE7/quirksmode (TextBox_sizes.html test failures),bill,Dijit - Form,1.7.2,new,1.7.0,2011-12-09T04:47:53-08:00,high,doughays
13385,NumberSpinner: lingering hover state when mouse moved quickly,bill,Dijit,2.0,new,1.6.1,2011-07-07T20:06:01-07:00,low,doughays
2361,dojo.undo.browser: Consider making convenience methods for getting/setting current state.,blowery,General,future,new,0.4.1,2007-01-23T14:13:07-08:00,high,
2481,dojo.undo.browser: Expand Opera and Safari support,blowery,General,future,new,0.4.1,2007-02-21T10:16:12-08:00,high,
2973,Dojo's back button with bookmarking only saves the last page when another site is visited,blowery,Core,2.0,new,0.4.2,2007-05-09T19:15:11-07:00,high,
3418,dojo.undo.browser with bookmarking bug,blowery,Core,future,new,0.4,2007-06-13T23:51:54-07:00,high,
5955,back button support acting really strange in IE6,blowery,Core,future,new,1.0,2008-02-22T22:42:36-08:00,high,
7844,dojo.back not functional in IE8,blowery,General,future,new,1.2.0,2008-10-10T22:28:57-07:00,high,blowery
8038,Cannot set cookie for various conditions under IE6 or IE7,blowery,Core,future,assigned,1.2.0,2008-11-07T02:34:14-08:00,high,
9217,dojo.cookie can not change window scope.,blowery,Core,future,assigned,1.3.0,2009-04-28T22:17:41-07:00,high,
7273,"After sort, scroller reset to (0,0)",BryanForbes,DojoX Grid,1.8,reopened,1.6.0,2008-07-24T08:27:31-07:00,blocker,"becky, davidb"
7815,FF3 does not display editor toolbar,BryanForbes,DojoX Grid,future,new,1.2.0,2008-10-07T15:00:55-07:00,blocker,
8263,[patch]dojox.grid.DataGrid does not honor sortDesc of cell,BryanForbes,DojoX Grid,future,new,1.2.2,2008-12-10T12:35:31-08:00,blocker,
11370,DataGrid leaks memory when scrolling and does not respect keepRows attribute.,BryanForbes,DojoX Grid,tbd,new,1.4.3,2010-06-24T15:51:13-07:00,blocker,"Evan, jaredj, ptwobrusell"
11821,Class Attribute Overriden When Attaching DataGrids to divs.,BryanForbes,DojoX Grid,tbd,new,1.5,2010-10-03T15:34:04-07:00,blocker,
12812,dojo.fx animation functions leak connections,BryanForbes,fx,tbd,new,1.6.0,2011-04-29T07:49:57-07:00,blocker,
5627,Grid and dijit.form.CheckBox format error,BryanForbes,DojoX Grid,future,new,1.0,2008-01-21T00:32:14-08:00,high,
6774,Possibly better handling of heights in dojo.fx.wipeIn,BryanForbes,fx,future,new,1.1.0,2008-05-16T15:51:51-07:00,high,
7230,Grid: add advanced keyboard support,BryanForbes,Accessibility,future,new,1.1.1,2008-07-17T10:47:45-07:00,high,clown
7286,Navigating through cells with keyboard,BryanForbes,DojoX Grid,future,new,1.1.0,2008-07-25T15:17:25-07:00,high,
7812,complete the documentation of the grid,BryanForbes,Documentation,future,new,1.2beta,2008-10-07T04:07:37-07:00,high,"remi, nathan, toonetown"
8104,grid passes field name to onApplyCellEdit - should be integer,BryanForbes,DojoX Grid,future,new,1.2.1,2008-11-16T18:16:08-08:00,high,
8208,grid.rowHeightChanged(rownum) does nothing,BryanForbes,DojoX Grid,future,new,1.1.1,2008-12-02T06:00:13-08:00,high,
8264,"Dojo Grid editable field not displaying ""<something""",BryanForbes,DojoX Grid,future,new,1.1.1,2008-12-10T12:45:04-08:00,high,
8351,onApplyCellEdit for cells with dojox.grid.cells.Bool type is called 2 times (except the first time),BryanForbes,DojoX Grid,future,new,1.2.3,2009-01-05T08:20:09-08:00,high,
8360,autoHeigh does not work property if grid has horizontal scroll bar,BryanForbes,DojoX Grid,future,new,1.2.3,2009-01-06T14:39:18-08:00,high,
8361,dijit validation in grid error state doesn't blur,BryanForbes,DojoX Grid,future,new,1.2.3,2009-01-06T14:44:38-08:00,high,
8376,Grid does not automatically refresh after you delete large numbers of items that back it,BryanForbes,DojoX Grid,future,new,1.2.3,2009-01-08T14:35:41-08:00,high,
8529,problem with debugAtAllCost and _Grid.js,BryanForbes,DojoX Grid,future,new,1.2.3,2009-01-28T02:00:24-08:00,high,
8637,[patch]Key Selection Bug in the DataGrid,BryanForbes,DojoX Grid,future,new,1.2.3,2009-02-12T08:08:25-08:00,high,
8641,dojox.grid title column not lined up with data column,BryanForbes,DojoX Grid,future,new,1.2.3,2009-02-12T14:07:49-08:00,high,
8711,dojox.grid.DataGrid API doc for rowSelector,BryanForbes,DojoX Grid,future,new,1.3.0b1,2009-02-20T13:21:54-08:00,high,
8714,"dojox.grid,DataGrid column sizes do not line up with headers",BryanForbes,DojoX Grid,1.6,reopened,1.3.0b1,2009-02-20T16:36:15-08:00,high,
8740,dojox.grid.DataGrid cells can't mix colspan & rowspan,BryanForbes,DojoX Grid,future,new,1.3.0b1,2009-02-24T23:07:53-08:00,high,
8759,edit mode is lost  when transitioning to a new row,BryanForbes,DojoX Grid,future,new,1.3.0b1,2009-02-26T12:19:11-08:00,high,becky
8825,There needs to be a keyboard mechanism to change column order,BryanForbes,DojoX Grid,future,new,1.3.0b2,2009-03-06T11:12:00-08:00,high,becky
8861,IE8:  empty data grid doesn't render properly,BryanForbes,DojoX Grid,future,new,1.3.0b3,2009-03-11T07:22:02-07:00,high,becky
8886,DataGrid Focus Issue with Select Cell When Always Editing,BryanForbes,DojoX Grid,tbd,new,1.3.0b3,2009-03-13T12:45:43-07:00,high,
9144,Grid: Down and Up Arrows Stop Working in IE 6,BryanForbes,DojoX Grid,future,new,1.3.0,2009-04-16T11:14:04-07:00,high,"toonetown, becky"
9157,DataGrid selection invalid after items removed,BryanForbes,DojoX Grid,future,reopened,1.3.0,2009-04-17T12:56:12-07:00,high,
9181,dojox.grid.cells.Bool no longer renders as alwaysEditing when declared in markup,BryanForbes,DojoX Grid,tbd,new,1.3.0,2009-04-21T19:13:33-07:00,high,
9237,[patch][cla]DataGrid Bool click discards same row in-progress edit,BryanForbes,DojoX Grid,tbd,new,1.3.0,2009-05-02T13:11:14-07:00,high,frank.fortson@…
9265,keyboard focus not visible in IE6 using tundra theme,BryanForbes,DojoX Grid,future,new,1.3.0,2009-05-07T11:49:02-07:00,high,becky
9485,tabing into grid data that contains a checkbox sets focus to the checkbox rather than 1st cell,BryanForbes,DojoX Grid,tbd,new,1.2.0,2009-06-30T14:00:51-07:00,high,clown
9573,"Grid misleading keyboard focus indicator - dojo latest svn(090720)/FF3, IE7, Chrome2, Safari4",BryanForbes,Accessibility,future,new,1.3.0,2009-07-20T02:21:28-07:00,high,"toonetown@…, Becky_Gibson@…, drschwar@…, hwcdl@…, hongg@…"
9579,dataGrid marks cells as dirty when editing finishes though value isn't changed,BryanForbes,DojoX Grid,tbd,new,1.3.1,2009-07-21T00:00:54-07:00,high,
9706,[regression] Reduce measurements in the grid,BryanForbes,DojoX Grid,1.8,reopened,1.3.2,2009-08-12T08:32:19-07:00,high,
9844,dojox.grid.DataGrid dijit widget calls setValue to the store with invalid values,BryanForbes,DojoX Grid,tbd,new,1.3.2,2009-09-07T07:31:50-07:00,high,
9912,"[Latest trunk / DataGrid / Editable Feature / FF3.0,3.5] - RTE not rendered in editable cell",BryanForbes,DojoX Grid,future,new,1.3.2,2009-09-17T08:39:56-07:00,high,"toonetown@…, drschwar@…, hwcdl@…, hongg@…"
9998,DataGrid when after cell edit enter pressed fires onClickEvent with undefined rowIndex,BryanForbes,DojoX Grid,tbd,new,1.3.2,2009-09-30T11:33:43-07:00,high,
10044,"Cannot set DataGrid.onRowClick directly, have to connect",BryanForbes,DojoX Grid,future,new,1.3.2,2009-10-07T08:22:41-07:00,high,
10713,ItemFileWriteStore::setValue cause lost GridCellFocus on DataGrid,BryanForbes,DojoX Grid,tbd,new,1.4.0,2010-02-04T05:18:33-08:00,high,
10853,grid:  datagrid inside of a border container with splitter grabs focus from splitter,BryanForbes,DojoX Grid,future,new,1.4.0,2010-03-18T08:58:46-07:00,high,
10866,DataGrid in tab dropping items from DataStore when data changes,BryanForbes,DojoX Grid,tbd,new,1.4.0,2010-03-20T07:54:40-07:00,high,
10926,DataGrid Header taking focus from other elements when refreshed,BryanForbes,DojoX Grid,tbd,new,1.4.1,2010-03-31T12:20:16-07:00,high,
10983,a bug in dojox.grid.DataGrid.filter,BryanForbes,DojoX Grid,tbd,new,1.4.0,2010-04-12T00:35:23-07:00,high,
11136,Checkstate in checkbox doesn't reflect the cells value after browser backward/forward,BryanForbes,DojoX Grid,tbd,new,1.4.2,2010-05-12T00:20:47-07:00,high,
11186,Dojox.grid.DataGrid does work properly for hidden column after resizing column,BryanForbes,DojoX Grid,tbd,new,1.5.0b2,2010-05-21T04:54:10-07:00,high,
11228,[patch]Grid column resize issues in Safari,BryanForbes,DojoX Grid,future,new,1.5.0b2,2010-05-27T13:08:53-07:00,high,
11306,"treegrid's defaultOpen=""false"" not working properly",BryanForbes,DojoX Grid,tbd,new,1.5.0b2,2010-06-13T21:34:54-07:00,high,
11328,memory growing when I click sort column of a grid in IE and FF,BryanForbes,DojoX Grid,tbd,new,1.4.3,2010-06-17T01:23:11-07:00,high,
11343,a bug in the grid when populating cells with widgets (as in test_grid_formatters.html),BryanForbes,DojoX Grid,tbd,new,1.4.1,2010-06-21T09:06:03-07:00,high,
11412,grid.loadingMessage is removed even though items have not been loaded yet,BryanForbes,DojoX Grid,tbd,new,1.5.0b2,2010-07-04T02:38:33-07:00,high,
11437,dojox.grid.cells.DateTextBox problem in Dialog Box,BryanForbes,DojoX Grid,tbd,new,1.4.1,2010-07-13T10:40:43-07:00,high,
11509,dojox.grid.cell.Editor toolbar non-functioning,BryanForbes,DojoX Grid,tbd,new,1.5,2010-07-30T08:09:01-07:00,high,
11583,Missing DataGrid table header left border line in both IE/FF,BryanForbes,DojoX Grid,tbd,new,1.5,2010-08-17T13:12:56-07:00,high,
11627,Grid rowSelector width issue,BryanForbes,DojoX Grid,future,new,1.5,2010-08-24T20:52:43-07:00,high,wangqsh@…
11628,Grid header double click event can not be fired,BryanForbes,DojoX Grid,future,new,1.5,2010-08-24T21:04:54-07:00,high,wangqsh@…
11681,"DataGrid, multiple view - rows not aligned when images inserted into cell using formatted",BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-03T05:07:11-07:00,high,hwcdl@…
11698,cursor style incorrect in dojoxGrid when it finishes to load. (It shows loading hour glass cursor when its already done),BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-08T08:02:08-07:00,high,
11721,Dojox Data Grid Rows and Dotted Borders not working under Google Chrome Windows,BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-13T19:03:37-07:00,high,
11739,dojox.html.metrics.getTextBox() returns wrong height for texts including white-spaces,BryanForbes,Dojox,tbd,new,1.5,2010-09-16T04:59:17-07:00,high,schatz
11753,dojox/grid/tests/test_subgrid.html has javascript error when grid expanded,BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-17T14:42:15-07:00,high,
11778,Background broken by mouseover of high grid rows,BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-24T04:21:13-07:00,high,
11804,Can't resize Grid columns in Opera 10.62.,BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-30T01:54:34-07:00,high,
11809,dijit.form.CheckBox in cell in datagrid,BryanForbes,DojoX Grid,tbd,new,1.5,2010-09-30T21:34:26-07:00,high,
11841,Grid header does not scroll when scrolling the contents of the x-axis in Opera 10.62.,BryanForbes,DojoX Grid,tbd,new,1.5,2010-10-08T03:59:09-07:00,high,
11867,FocusManager tries to focus a node that is not visible,BryanForbes,DojoX Grid,tbd,new,1.5,2010-10-19T02:46:46-07:00,high,
11878,doApplyCellEdit : _by_idx[inRowIndex] is undefined,BryanForbes,DojoX Grid,tbd,new,1.5,2010-10-22T14:47:42-07:00,high,
11892,Split view datagrid throws up error when window is resized,BryanForbes,DojoX Grid,tbd,new,1.5,2010-10-27T21:13:01-07:00,high,
11990,DataGrid rerenders even when it's not visible,BryanForbes,DojoX Grid,tbd,new,1.5,2010-11-30T02:28:15-08:00,high,
11993,input value not filtered in dojox.grid.cells.Cell.formatEditing(),BryanForbes,DojoX Grid,tbd,new,1.5,2010-11-30T05:23:43-08:00,high,"goriol@…, Evan"
12224,Grid scoll position reset to top in Webkit browsers when grid resized or rerendered,BryanForbes,DojoX Grid,tbd,new,1.5,2011-01-29T12:55:21-08:00,high,
12248,Select cell in DataGrid does not support one item.,BryanForbes,DojoX Grid,tbd,new,1.4.3,2011-02-03T14:36:24-08:00,high,
12296,"dojox.grid.DataGrid if rowHeight is set, the head row is shown incorrectly.",BryanForbes,DojoX Grid,tbd,new,1.5,2011-02-16T00:57:47-08:00,high,
12371,QueryReadStore pagination updating broken past the first page,BryanForbes,DojoX Grid,tbd,new,1.4.3,2011-03-02T05:27:41-08:00,high,
13561,gotoPercent has no effect on animations return by dojo.fx.chain,BryanForbes,fx,tbd,new,1.6.1,2011-08-03T09:26:04-07:00,high,
13752,Moved from 1.7.0B1 to 1.7.0B2 and now has a bug with dojox.uuid.generateRandomUuid,BryanForbes,Dojox,tbd,new,1.6.1,2011-08-24T07:46:51-07:00,high,
13798,[patch] [cla] dojo.Animation produces inconsistent results with duration:0,BryanForbes,fx,tbd,new,1.6.1,2011-08-31T14:39:26-07:00,high,
14481,dojo.fx.wipeOut onEnd race condition due to connect(),BryanForbes,fx,tbd,reopened,1.7.1,2011-12-15T10:39:33-08:00,high,
14636,Chained animation not so chained,BryanForbes,fx,tbd,new,1.7.1,2012-01-18T00:58:30-08:00,high,
14641,Animation.stop(gotoEnd = true) doesn't fire onEnd event,BryanForbes,fx,tbd,new,1.7.1,2012-01-18T15:32:13-08:00,high,
9386,Treegrid: unable to edit child rows in Treegrid,BryanForbes,DojoX Grid,1.8,assigned,,2009-06-10T09:17:45-07:00,low,
11659,Fix for test_subgrid.html,BryanForbes,DojoX Grid,tbd,new,1.5,2010-08-27T15:24:29-07:00,low,
14430,dojox.image.LightboxNano is broken in IE8--,cb1kenobi,Dojox,tbd,new,1.7.0,2011-12-09T02:53:06-08:00,high,
13091,Problem in optimized build of Dojo with dijit.layout.BorderContainer,chrism,General,1.8,new,1.6.1,2011-05-27T08:17:11-07:00,high,
13325,[patch] mobileGallery Firefox 5 compatibility update,chrism,DojoX Mobile,1.8,new,1.7.0b1,2011-06-27T13:25:26-07:00,high,
13508,dojox/fx module return values are inconsistent,chrism,Dojox,1.8,new,1.7.0b1,2011-07-24T19:36:58-07:00,high,
14351,Selectable Legend doesn't function properly with Mouse Indicator,cjolif,Charting,2.0,assigned,1.7.1,2011-11-30T13:23:04-08:00,high,
14572,Axis Label overflow bug,cjolif,Charting,future,assigned,1.7.1,2012-01-06T13:23:28-08:00,high,pruzand
12908,Pie Chart & Legend does not render when all slices with a value of 0.,cjolif,Charting,1.8,new,1.6.1,2011-05-11T08:46:30-07:00,low,
14583,[patch][cla]dojox.charting.spiderchart problem with drawing one polygon,cjolif,Charting,1.8,assigned,1.7.1,2012-01-09T03:55:40-08:00,low,martinerko@…
14680,BusyButton runs makeBusy when disabled,dante,DojoX Form,tbd,new,1.7.1,2012-01-25T14:27:43-08:00,undecided,
11335,dojox.widget._RollerHover stops animation whenever you fire onMouseEnter and does not recover,dante,DojoX Widgets,future,reopened,1.5.0rc1,2010-06-17T19:41:17-07:00,blocker,
12781,dojox.form.CheckedMultiSelect - no focus cursor on checkboxes,dante,DojoX Form,tbd,new,1.6.0,2011-04-26T00:22:26-07:00,blocker,
12958,dojox.form.FileInput + dojo.io.iframe.send does not work with Google Chrome,dante,DojoX Form,tbd,new,1.6.1,2011-05-17T00:25:24-07:00,blocker,
13090,dojox.widget.RollingList breaks with IE8,dante,DojoX Widgets,1.8,new,1.6.1,2011-05-27T06:38:14-07:00,blocker,
14318,[regression] dojox.fx no longer aliases various base/core api's,dante,Dojox,1.7.2,new,1.7.0,2011-11-24T06:43:02-08:00,blocker,"BryanForbes, chrism"
5796,make destroy() work recursively,dante,Dijit,2.0,new,1.0,2008-02-08T11:25:28-08:00,high,tk
5849,[dojox.layout] FloatingPane increases size with each show() call,dante,DojoX Layout,future,new,1.0,2008-02-13T17:51:10-08:00,high,
6293,dojox.widget.FileInputAuto in test_FileInput.html not working in FF 2.0,dante,DojoX Widgets,future,new,1.1b1,2008-03-24T03:36:23-07:00,high,
6303,test_animateClass fails for dojox.fx in IE7,dante,Dojox,future,new,1.1b1,2008-03-24T11:54:32-07:00,high,
6340,[dojox.layout] Dragging of floatingpane doesn't work,dante,DojoX Layout,future,reopened,1.1b1,2008-03-27T05:39:15-07:00,high,
6488,dojox.layout.FloatingPane fails on FF2/Mac,dante,DojoX Layout,future,new,1.1.0,2008-04-09T14:16:20-07:00,high,
7018,[dojox] FlickrRestStore regression or SlideShow onLoad issue in IE7,dante,Dojox,future,new,1.1.1,2008-06-20T10:12:15-07:00,high,
7553,[meta] unit test additions,dante,General,future,new,1.1.1,2008-08-28T12:54:02-07:00,high,
7778,dojox.widget.Dialog window resizing issues on ie6,dante,DojoX Widgets,future,new,1.2beta,2008-10-02T08:24:30-07:00,high,
8012,[dojox.widget] Pager cleanups and enhancements,dante,DojoX Widgets,future,new,1.2.0,2008-11-03T06:00:31-08:00,high,
8199,[dojox.layout] ScrollPane doesn't layout properly when containing dynamic contents,dante,DojoX Layout,future,new,1.2.1,2008-11-28T14:52:18-08:00,high,
9626,ColorPicker onChange event fires even if no change happened,dante,DojoX Widgets,future,assigned,1.3.2,2009-07-30T03:14:02-07:00,high,
9759,ExpandoPane: closes all the way when placed in a hidden pane,dante,DojoX Widgets,future,new,1.3.2,2009-08-22T09:30:38-07:00,high,
9796,ExpandoPane has no addChild method,dante,DojoX Widgets,future,new,1.3.2,2009-08-31T08:53:06-07:00,high,
10075,Stale dojox.fx.slideBy Parameters,dante,fx,future,new,1.3.2,2009-10-09T18:39:25-07:00,high,ole.ersoy@…
10077,dojox.fx.wipeTo Cannot Wipe to 0 width,dante,fx,future,new,1.3.2,2009-10-10T16:29:13-07:00,high,ole.ersoy@…
10146,"ResizeHandle maxSize and fixedAspect errors, _checkConstraints() bug?",dante,Dojox,1.8,assigned,1.3.2,2009-10-19T12:13:14-07:00,high,
10217,dojo.connectPublisher simplification,dante,Core,future,new,1.4.0b,2009-10-27T11:13:52-07:00,high,"jburke, alex, elatzukin"
10299,"errors during Sphinx ""make html"" process",dante,Documentation,1.8,assigned,1.4.0b,2009-11-09T09:03:14-08:00,high,
10465,ExpandoPane with 'liveSplitters' set to false - dragged splitter disappears behind contents,dante,Dojox,tbd,new,1.3.2,2009-12-04T03:15:44-08:00,high,dojo@…
10544,[patch][ccla]dojox.form.CheckedMultiSelect does not set name attribute for form submission,dante,DojoX Form,1.8,assigned,1.4.0,2009-12-21T13:46:00-08:00,high,
10715,dojox Rangeslider _onKeyPress error,dante,DojoX Form,tbd,new,1.4.0b,2010-02-04T09:04:17-08:00,high,
10931,dojox.form.CheckedMultiSelect does not work if the values in store are typeof number,dante,DojoX Form,tbd,new,1.4.2,2010-04-02T01:38:40-07:00,high,mcmatrix
11018,ScrollPane doens't  scroll <div> content only,dante,Dojox,future,new,1.4.0,2010-04-22T02:25:36-07:00,high,
11303,dojox/form has some wrong CSS images path for Claro theme,dante,DojoX Form,1.8,assigned,1.5.0rc1,2010-06-13T03:34:49-07:00,high,mikeb
11391,FileInputAuto hangs on Safari 5,dante,General,tbd,new,1.5.0b2,2010-07-01T10:24:59-07:00,high,liucougar
11405,Safari5: focus strangeness on dojo/form/tests/test_RangeSlider.html,dante,DojoX Form,tbd,new,1.5.0b2,2010-07-02T11:18:45-07:00,high,
11525,Legend image for plot on graph shows nothing,dante,DojoX Widgets,future,new,1.5,2010-08-03T08:44:59-07:00,high,
11626,Lightbox issue when create programmatically,dante,Dojox,tbd,new,1.5,2010-08-24T19:49:32-07:00,high,
11762,Calling this.inherited (arguments) on the Expando results in currentSize not defined message.,dante,DojoX Layout,tbd,new,1.5,2010-09-20T18:40:05-07:00,high,
11785,"ThumbnailPicker does not scroll to ""next"" page if last image on current page ends exactly at the right side of the scroller",dante,Dojox,tbd,new,1.5,2010-09-27T10:37:06-07:00,high,
11870,dojox.form.Rating mouseout event broken in dojo 1.5.0,dante,DojoX Form,tbd,new,1.5,2010-10-20T06:18:29-07:00,high,
11985,Thumbnailpicker inside dojo dialog does not work correctly,dante,Dojox,tbd,new,1.5,2010-11-29T21:32:23-08:00,high,
12023,Multiple LightboxDialog instances on one page share groups and don't hide properly,dante,Dojox,1.8,assigned,1.5,2010-12-05T08:46:26-08:00,high,
12086,Writing your own widget Examples do not display correctly,dante,Documentation,1.8,assigned,1.5,2010-12-13T09:50:29-08:00,high,
12198,dojox.image.LightBox loading animation issue,dante,Dojox,future,new,1.6.0b1,2011-01-23T14:54:55-08:00,high,
12235,MultiComboBox multi selection does not work as expected,dante,DojoX Form,tbd,new,1.5,2011-02-01T05:14:25-08:00,high,
12285,[patch][cla] ListInput: _onCloseEdit not called after edit,dante,DojoX Form,tbd,new,1.6.0b1,2011-02-13T04:44:10-08:00,high,
12286,ListInput: regExp not validated correctly,dante,DojoX Form,future,new,1.6.0b1,2011-02-13T05:05:14-08:00,high,
12346,missing node on overlay after _handleSend(),dante,DojoX Form,tbd,new,1.6.0rc1,2011-02-24T03:30:26-08:00,high,
12400,dojox.Pager store,dante,DojoX Widgets,tbd,new,1.6.0rc1,2011-03-07T14:58:00-08:00,high,
12524,dojox.form.PasswordValidator fails regression tests in 1.6,dante,DojoX Form,tbd,new,1.6.0,2011-03-24T00:24:11-07:00,high,
12525,dojox.form.SelectStack fails regression in 1.6,dante,DojoX Form,tbd,new,1.6.0,2011-03-24T00:25:50-07:00,high,
12630,[regression] dojox.Layout.FloatingPane is moved / resized on browser window resize when it shouldn't be,dante,DojoX Layout,1.8,new,1.6.0,2011-04-08T14:39:46-07:00,high,
12634,dojox.form.MonthTextBox ignores datePattern constraint,dante,DojoX Form,tbd,new,1.6.0,2011-04-10T16:32:42-07:00,high,
12652,dojox.image.preload() Can cause horizontal scroll,dante,Dojox,tbd,new,1.6.0,2011-04-12T20:36:59-07:00,high,noxryan@…
12716,Selection error in dojox.widget.RollingList,dante,DojoX Widgets,tbd,new,1.6.0,2011-04-18T18:51:30-07:00,high,
12769,FloatingPane reverts to old location when DateTextBox dropdown opened,dante,DojoX Layout,tbd,new,1.6.0,2011-04-24T12:47:39-07:00,high,mtyson@…
13021,Body text selection broken after GridContainer drag and drop,dante,DojoX Layout,tbd,new,1.6.1,2011-05-20T07:51:43-07:00,high,jfcunat
13071,ThumbnailPicker reload html as image,dante,Dojox,tbd,new,1.6.1,2011-05-25T03:58:28-07:00,high,
13101,Beat the doc parser into understanding AMD,dante,General,1.8,new,1.6.1,2011-05-29T04:53:36-07:00,high,
13172,PasswordValidator unit test broken,dante,DojoX Form,tbd,new,1.6.1,2011-06-04T01:46:07-07:00,high,
13187,_getBorderExtents gone,dante,General,1.8,new,1.6.1,2011-06-07T04:55:34-07:00,high,
13188,api.xml/json not getting copied to release,dante,General,1.8,new,1.7.0b1,2011-06-07T04:57:02-07:00,high,
13268,dojox.widget.ColorPicker does not work in IE9 or Opera 11,dante,DojoX Widgets,tbd,new,1.6.1,2011-06-21T13:21:38-07:00,high,
13280,dojox.form.BusyButton onClick is broken,dante,DojoX Form,tbd,new,1.7.0b1,2011-06-22T08:15:00-07:00,high,
13302,FloatingPane defect on resize on IE8,dante,DojoX Layout,tbd,new,1.6.1,2011-06-24T02:00:36-07:00,high,
